first,last,cid,feccandid
David,Russ,N00047799,H2OR01240
Ken,Russell,N00041940,H2FL27089
Allison,Russo,N00048567,H2OH15210
Christopher,Russomanno,N00051078,H2NJ03308
John,Rutherford,N00039777,H6FL04105
John Carleton,Rutledge,N00052071,S2CO00365
Lorrie,Rutledge,N00050395,H2MI13303
Edwin,Rutsch,N00050260,H2CA08248
Jesus,Ruvalcaba,N00049469,H2CA46156
Mark,Ruzon,N00051471,S2CA01334
Chris,Ryan,N00032307,H0MO06164
Pat,Ryan,N00041165,H2NY18103
Tim,Ryan,N00025280,S2OH00402
Ryan,Ryder,N00050467,H2SD01058
Anthony,Sabatini,N00048183,H2FL11117
Dante,Sabatucci,N00049724,H2OH07209
Gregorio,Sablan,N00030418,H8MP00041
Latham,Saddler,N00048403,S2GA00175
Adina,Safta,N00049310,H2NC02220
Gurpinder Singh,Sagoo,N00045309,H2CA01169
Mohammad H,Said,N00027300,S4WA00474
Ahmad,Saide,N00049227,S2FL00698
Lori,Saine,N00049485,H2CO08061
Cyrus,Sajna,N00041210,H0TX14234
Rudy,Salas,N00049444,H2CA21233
Girien,Salazar,N00048597,H2TX32109
Manuel,Salazar,N00048582,H2TX06350
Maria,Salazar,N00042810,H8FL27185
MG,Salazar,N00044538,H0MO05182
Rebecca,Saleh,N00050339,H2FL08113
Khaled,Salem,N00047203,S0NY00667
John,Salierno,N00051915,H2NJ08323
Allison,Salinas,N00048103,S2IL00143
Andrea,Salinas,N00049738,H2OR06066
Tony,Salvatore,N00050657,H2MO02227
Kathy,Salvi,N00027745,S2IL00267
Catherine,Sampson,N00051420,H2NV02593
Steven II,Sams,N00049717,H2NY26189
Ben,Samuels,N00048880,H2MO02193
Don,Samuels,N00050655,H2MN05208
Michael,San Nicolas,N00042619,H8GU01020
Jorge,Sanchez Hernandez,N00046921,H2CA22157
Anthony Parisi,Sanchez,N00043929,H8NJ02299
Daniel,Sanchez,N00050955,H2TX34238
Jana Lynne,Sanchez,N00040761,H8TX06183
Linda,Sanchez,N00024870,H2CA39078
Louie,Sanchez,N00046370,H2NM01367
William,Sanchez,N00048817,S2FL00623
Brandon,Sandage,N00050632,H2LA04137
Rob,Sandera,N00034753,H2PA16105
Jarmal Jabbar,Sanders,N00044406,S2AL00186
Mary L,Sanders,N00051893,H2CT01239
Sol,Sandoval,N00047933,H2CO03245
Carla,Sands,N00048835,S2PA00554
Nate,Sandvig,N00048570,H2OR05183
Paul,Sanford,N00050256,H2AL05219
Bernard,Sansaricq,N00031734,H2FL20233
Al,Santos,N00050808,H2FL07271
George,Santos,N00046427,H0NY03083
Robert,Santos,N00045768,H0OH13201
Stylo,Sapaskis,N00039569,H6NY16140
Chris,Sarappo,N00051878,H2AZ02444
John,Sarbanes,N00027751,H6MD03292
Diane,Sare,N00034087,S2NY00325
John,Sarega,N00051358,H2CA38278
Dave,Saulibio,N00051720,S2WA00536
Dan,Sawatzki,N00050727,H2TX35268
Linda,Sawyer,N00046667,H2MI13220
Mike,Sax,N00042182,H8NY02088
Ryan,Saylor,N00050439,H2OH07225
Steve,Scalise,N00009660,H0LA01087
Mary Gay,Scanlon,N00042706,H8PA07200
Takona Eileen,Scauflaire,N00050474,H2TX06400
James,Sceniak,N00050754,S2IN00299
Jake,Schafer,N00049022,S2AL00160
Jeremiah,Schaffer,N00048508,H2FL26073
Robert,Schafranek,N00038834,H6TX29080
Jan,Schakowsky,N00004724,H8IL09067
Eric,Schansberg,N00028431,H6IN09119
Gene,Scharer,N00009575,H0AZ03248
Brian,Schatz,N00028138,S4HI00136
Dave,Schatz,N00050001,S2MO00643
John,Scheiss,N00051690,S2AK00267
Lisa,Scheller,N00046491,H0PA07132
Kevin,Schepers,N00051709,S2MO00841
John,Schiess,N00051250,S2KY00194
Adam,Schiff,N00009585,H0CA27085
Steve,Schiffman,N00039555,H2NV03229
Chris,Schiller,N00050695,H2OK02190
Peggy,Schiller,N00049499,H2FL01258
Adam,Schindler,N00049474,H2CA50216
Nate,Schluter,N00051635,H2MN05224
Wendy,Schmeling,N00050342,H2FL15159
David,Schmidt,N00051910,H2NJ04256
Patrick,Schmidt,N00048873,H2KS02143
Colin,Schmitt,N00048269,H2NY18087
Eric,Schmitt,N00048414,S2MO00544
Steven Jr,Schmuker,N00050189,H2TX15229
Brad,Schneider,N00033101,H2IL10068
Jan,Schneider,N00025314,H2FL13139
Fred,Schneiderman,N00049682,H2NJ05329
Hillary,Scholten,N00044885,H0MI03316
Kurt,Schrader,N00030071,H8OR05107
Jack,Schrepel,N00051090,H2NY17154
Kim,Schrier,N00041606,H8WA08189
David,Schroeder,N00051724,S2WI00524
Hank,Schroeder,N00036774,H6NJ04182
Patrick,Schubert,N00050033,S2SD00134
William,Schuch,N00051191,H2NC06163
Brendan,Schultz,N00051386,H2HI02615
Debbie Wasserman,Schultz,N00026106,H4FL20023
Jen,Schultz,N00050871,H2MN08152
Jonah,Schulz,N00045765,H2OH16069
Charles E,Schumer,N00001093,S8NY00082
Bill,Schustrom,N00048528,H2MT01086
Sterling,Schwab,N00050149,H2NJ07234
Adam,Schwarze,N00049607,H2MN03112
David,Schweikert,N00006460,H4AZ06045
Attica,Scott,N00048875,H2KY03172
Austin,Scott,N00032457,H0GA08099
Bobby,Scott,N00002147,H6VA01117
Christine,Scott,N00045689,H0FL22126
Daryl,Scott,N00051110,H2SC07314
David,Scott,N00024871,H2GA13012
Ezra,Scott,N00048230,H2MI06109
Neil,Scott,N00052087,S2NV00431
Tim,Scott,N00031782,S4SC00240
Christopher,Scurry,N00048927,H2TX31143
Sam,Searcy,N00041363,H8NC02086
Austin,Searle,N00047856,S2UT00294
Mike,Seckman,N00050975,H2WV02209
Antoinette,Sedillo Lopez,N00040932,H8NM01323
Matthew,Seely,N00050864,H2MI08196
David,Segal,N00032640,H2RI02234
Carmen,Segovia,N00051303,S2AK00200
Mike,Seguin,N00051581,S2UT00450
Tayfun,Selen,N00049140,H2NJ11178
Keith,Self,N00049337,H2TX03290
John,Selker,N00049736,H2OR04111
David,Sellers,N00049126,H2MS04282
Marissa Joy,Selvig,N00048061,H2WY01016
Max,Semenenko,N00050058,H2CA07141
Joe,Sempolinski,N00048747,H2NY23137
Dean,Seppelfrick,N00044827,H2IL11140
Carolina,Serrano,N00048735,H2NV04094
Gerardo,Serrano,N00042637,H2KY05185
Lenny,Serratore,N00048687,H2FL20241
Pete,Sessions,N00005681,H2TX03126
Jerrod,Sessler,N00048323,H2WA04165
Joseph,Severino,N00047214,H0IL10393
Terri,Sewell,N00030622,H0AL07086
Lateek,Shabazz,N00048898,H2OH11284
Tariq,Shabazz,N00046498,H0OH11122
Jody,Shackelford,N00050294,H2AR01121
Jeremy,Shaffer,N00050457,H2PA17160
Jacob,Shaheen,N00049575,H2LA03097
Kevin,Shakil,N00050423,H2NY04186
Al,Shank,N00048441,S2PA00422
Rick,Shannon,N00048579,H2TN05313
T W,Shannon,N00036205,S2OK00210
Barbara,Sharief,N00047864,H2FL20134
John,Sharkey,N00049661,H2NC09209
Sid,Sharma,N00049638,H2NC02303
Jennifer,Sharon,N00046693,H0TX35064
David,Sharp,N00048710,H2KY01077
Thomas,Sharpe,N00050539,S2NH00264
Alaina,Shearer,N00045766,H0OH12179
Andrew,Shecktor,N00049750,H2PA09118
Demar,Sheffey,N00048831,S2OH00428
Doc,Shelby,N00048924,H2TX04116
Alisha,Shelton,N00045626,H2NE02124
Kim,Shelton,N00046495,H0MD04160
Timothy,Shepard,N00047337,S2MO00460
George,Shepherd,N00048496,H2FL09194
Peggy,Sheriff,N00048227,H2ME02170
Brad,Sherman,N00006897,H6CA24113
Lea,Sherman,N00051916,H2NJ09156
Keith,Sherrill,N00049325,H2NY21172
Mikie,Sherrill,N00041154,H8NJ11142
Ashmi,Sheth,N00048265,H2NY10126
Fuji H.,Shioura,N00039767,H6CA50274
Josh,Shipp,N00051700,S2MO00759
Stuart F,Shirrell,N00051305,S2AR00149
Edward,Shlikas,N00051896,H2DE00171
Jim,Shoemaker,N00050301,H2CA09154
Matt,Shoemaker,N00049151,H2OH07175
Morgun,Sholty,N00050275,H2NV01280
Kendall,Shorkey,N00051691,S2AK00275
Dakota,Shultz,N00049620,H2MO06236
Michael,Shure,N00050571,H2CA37346
Lichia,Sibhatu,N00049030,S2NC00547
Imran,Siddiqui,N00048865,H2FL20274
Carta Reale,Sierra,N00051245,S2ID00202
Scott,Sifton,N00048107,S2MO00478
Angelina,Sigala,N00047914,H2CA10178
Mike,Sigler,N00050434,H2NY22220
Lorrie,Sigley,N00051591,H2MD07110
Jerry,Silver,N00051633,H2MN04185
Liam Miguel,Simard,N00050063,H2CA15136
John,Simmons,N00051655,H2TX04157
Jill Eaton,Simms,N00048557,H2OH13207
Jo Anne,Simon,N00051290,H2NY10266
Jonathan,Simpson,N00050408,H2NC14084
Mike,Simpson,N00006263,H8ID02064
Rhonda,Simpson,N00049091,H2GA03161
Aaron,Sims,N00048543,H2NV02494
Alan,Sims,N00048979,H2GA10216
Dave,Sims,N00049396,S2MO00627
Kyle,Sinclair,N00049813,H2TX20096
Major,Singh,N00050563,H2CA14220
La'Ron,Singletary,N00049716,H2NY25082
Neil,Singleton,N00047945,H2GA12154
Carla-Joy,Sisco,N00050194,H2TX35219
Michael Raymond,Sisco,N00048327,H2WV01102
Jeffrey,Sites,N00044915,H0OH04085
Tejasinha,Sivalingam,N00049243,S2NH00207
Alek,Skarlatos,N00045281,H0OR04107
Shelley,Skellington,N00050437,H2NY24176
Sab,Skenderi,N00051412,H2NJ05337
Jeannette,Skinner,N00049514,H2FL12115
Kristin,Skowronski,N00049280,H2CO03310
Ljubo,Skrbic,N00049084,H2FL21116
Richard Jr,Skwira,N00051641,H2MO03209
Gary Allen,Slagel,N00048783,H2TX32117
Bill,Slantz,N00034685,H2MO02151
Jack,Slate,N00049036,H2AL02174
Stephen,Slauson,N00050561,H2CA12240
Nick,Sleister,N00047338,S2WA00338
Elissa,Slotkin,N00041357,H8MI08102
Chad,Slotta,N00049658,H2NC07187
Kristie,Sluder,N00051198,H2NC11296
Walter,Sluzynsky,N00051109,H2PA17194
Walter,Sluzynsky,N00050025,S2PA00612
Nadia,Smalley,N00051365,H2CA49325
Todd,Smeltzer,N00052064,S2AZ00497
Tiffany,Smiley,N00048454,S2WA00387
Ben,Smilowitz,N00049299,H2MD06294
Aaron,Smith,N00048473,H2CA02183
Adam,Smith,N00007833,H6WA09025
Adrian,Smith,N00027623,H6NE03115
Aja,Smith,N00040864,H8CA41170
Austin,Smith,N00048262,H2NY01091
Brandt,Smith,N00049037,H2AR01105
Brian,Smith,N00050327,H2CO06206
Brooker,Smith,N00049131,H2NC11262
Bryan,Smith,N00035417,H4ID02063
Charles,Smith,N00051374,H2FL12123
Chris,Smith,N00009816,H8NJ04014
Christy,Smith,N00045651,H0CA25154
Chuck,Smith,N00049977,S2CA01110
Clint,Smith,N00049422,H2AZ05173
Darin,Smith,N00039331,H6WY01082
Erica,Smith,N00045365,H2NC02238
G. Tommy,Smith,N00051218,H2OR04202
Gina Dunckel,Smith,N00048309,H2TX14206
Gregg,Smith,N00047929,H2CO03203
Hendrith,Smith,N00044764,H2FL09202
Ian,Smith,N00050412,H2NJ03282
Isaac,Smith,N00049180,H2TX26176
Jason,Smith,N00035282,H4MO08162
Joe,Smith,N00008327,H0FL22076
Jonathan,Smith,N00050552,H2AL02190
Kevin,Smith,N00050012,S2NH00231
Loretta,Smith,N00048755,H2OR06017
Michelle,Smith,N00045894,S2MD00529
Morgan,Smith,N00049910,H2WI03155
Morgan Anthony,Smith,N00049194,H2WI03114
Neil,Smith,N00049879,H2VA02080
Paulette,Smith,N00046474,H0GA06226
Sancha,Smith,N00047974,H2LA05142
Sandy,Smith,N00044024,H0NC03149
Shirley,Smith,N00048020,H2OH11193
Tyler Ray,Smith,N00048045,H2TX25301
Wesley,Smith,N00048237,H2MO02177
Lloyd,Smucker,N00038781,H6PA16320
James,Snider,N00049612,H2MO01195
Justin,Snider,N00049621,H2MO07176
Salem,Snow,N00046039,H0PA02091
Brad,Snowden,N00051610,H2AK00507
Craig,Snyder,N00048833,S2PA00539
Gary,Snyder,N00049562,H2IN03202
Gregory,Sobo,N00051411,H2NJ03316
Mike,Sodrel,N00013869,H2IN09084
Michael,Soetaert,N00045400,S2KS00097
Carrie,Solages,N00050424,H2NY04236
Jerry,Solis,N00047628,H0MI06202
Ben,Solomon,N00050305,H2CA16159
Bryan,Solstin,N00050548,S2WA00445
Inder Jit,Soni,N00051912,H2NJ06251
Scott,Sonnier,N00050492,H4LA06195
John,Sophocleus,N00051777,S2AL00293
Ben,Sorensen,N00050815,H2FL22197
Eric,Sorensen,N00049558,H2IL17147
Gavriel Eliyahu,Soriano,N00048184,H2FL11125
Jeff,Sossa-Paquette,N00048220,H2MA02085
Philip,Sotelo,N00048312,H2TX34121
Darren,Soto,N00037422,H6FL09179
Ben,Souther,N00050095,H2GA09226
Max,Southworth-Beckwith,N00049127,H2NC07153
Carla,Spalding,N00037410,H0FL23090
Abigail,Spanberger,N00041418,H8VA07094
Steve,Sparks,N00026037,H3HI02142
Victoria,Spartz,N00046537,H0IN05326
Stephany Rose,Spaulding,N00049544,H2IL01273
Tom,Spears,N00049901,H2WA01245
Richard,Speer,N00034334,H2NC13219
Steve,Speer,N00051923,H2NY10357
Karl,Speights,N00048381,S2AK00119
Bradford,Spencer,N00048136,S2WI00326
Lavern,Spicer,N00046393,H0FL24205
Rebecca,Spicer,N00049049,H2CA02217
Francisco,Spies,N00051744,H2NY13161
Howard,Spiller,N00050613,H2IL01406
Bill,Spinney,N00049463,H2CA41132
Jeremy,Spreitzer,N00051882,H2AZ08193
Jason,Spriggs,N00047992,H2NC01222
Jeanette,Spurlock,N00048283,H2SC07207
Jim,Squires,N00047879,H2TX22142
Sandeep,Srivastava,N00049171,H2TX03274
Heidi,St. John,N00048056,H2WA03126
Judy,Stahl,N00048154,H2AZ04192
Lee,Stahley,N00051093,H2OH03190
Tricia,Staible,N00049754,H2PA17111
Tami,Stainfield,N00033433,S2KY00137
Brandon Lee,Stalnaker,N00051657,H2WA02243
Bill,Staniford,N00049321,H2NY04160
Melanie,Stansbury,N00047871,H2NM01144
Greg,Stanton,N00041750,H8AZ09040
Mary Mallory,Staples,N00048693,H2GA06156
Baxter,Stapleton,N00048272,H2OH10252
Robby,Starbuck,N00048767,H2TN05339
Kelli,Stargel,N00051177,H2FL15233
Kristopher,Stark,N00050337,H2FL07248
Susan,Starrett,N00050116,H2IL14110
Pete,Stauber,N00041511,H8MN08043
Cynthia Dianne,Steel,N00050418,H2NV01306
Michelle,Steel,N00044501,H0CA48198
Michael,Steele,N00043854,S2ND00107
Russell Wayne,Steele,N00043758,H8TN04123
Elise,Stefanik,N00035523,H4NY21079
Syrita,Steib,N00050238,S2LA00168
Bryan,Steil,N00043379,H8WI01156
Max,Steiner,N00048852,H2CA01227
Joe,Stephens,N00049220,S2AK00176
John,Stephens,N00047956,H2IN03186
Brian K,Stephenson,N00048583,H2TX06368
Scott,Stephenson,N00050971,H2WA08216
Everett,Stern,N00035961,S2PA00315
Michael,Stettler,N00028188,S2OR00192
Greg,Steube,N00042808,H8FL17053
Paul,Steury,N00050625,H2IN02279
Haley,Stevens,N00040915,H8MI11254
Kent,Stevens,N00051130,H2WV01151
Lloyd Alexander,Stevens,N00050568,H2CA35159
Michael Travis,Stevens,N00048591,H2TX20070
Patrick,Stevens,N00023367,H6MD04142
Jayme,Stevenson,N00050582,H2CT04134
Brian,Stewart,N00048559,H2OH15137
Chris,Stewart,N00033932,H2UT02324
Garth,Stewart,N00050892,H2NJ10238
Hal,Stewart,N00048744,H2NY22170
Kevin,Stewart,N00047803,H4AL06155
Lance,Stewart,N00050187,H2TX07127
Trey,Stewart,N00048992,H2ME02196
Michael,Stinziano,N00048565,H2OH15194
Michael,Stoddard,N00051117,H2UT03355
Matt,Stoll,N00050065,H2CA22249
Aaron,Storer,N00050366,H2IN01222
David,Storer,N00052078,S2IN00356
Alex,Stovall,N00048157,H2AZ09142
Valencia,Stovall,N00046851,H2GA05174
Natale,Stracuzzi,N00001728,H8DC00143
Jennifer,Strahan,N00049097,H2GA14093
Dara Faye,Stransky,N00048663,H2CA25226
Mark D,Strauss,N00051399,H2MS01155
Nick,Strauss,N00048108,S2MO00486
Sharif,Street,N00048443,S2PA00448
James,Streeter,N00049976,S2AZ00398
Billy,Strickland,N00049634,H2NC02261
Marilyn,Strickland,N00046320,H0WA10034
Sherry,Strizak,N00051612,H2AK00523
Dale,Strong,N00048145,H2AL05102
Tim,Stroud,N00048772,H2TX07077
Scott,Sturgill,N00041488,H2FL07214
Scott,Sturm,N00048592,H2TX21128
Christy,Stutzman,N00051734,H2IN02303
Emmanuel L,Suarez,N00051359,H2CA39201
Cheryl,Sudduth,N00050060,H2CA08230
Saad,Suleman,N00048196,H2FL23112
Dan,Sullivan,N00051393,H2MA09254
Thomas,Sullivan,N00050042,S2VT00250
Carleah,Summers,N00049300,H2MD06302
William,Summerville,N00050070,H2CA42221
Maxwell,Sumner,N00051320,H2AK00317
Jennifer,Sundt,N00049860,H2TX35193
Kevin,Surdi,N00048263,H2NY03139
Michael,Sutton,N00048226,H2ME02162
Antonio,Swad,N00049849,H2TX32166
Darlene,Swaffar,N00045485,H0FL22100
Jonathan,Swain,N00050104,H2IL01331
Tim,Swain,N00048448,S2SC00095
Eric,Swalwell,N00033508,H2CA15094
Mitchell,Swan,N00036260,H2GA10224
Keith,Swank,N00034574,H2WA08166
Ruth Ann,Swanson,N00049525,H2FL26081
Craig,Swartz,N00049720,H2OH05062
Joe,Swartz,N00049630,H2NC01230
Garret,Swazey,N00049593,H2ME02238
Mark,Sweeney,N00050406,H2MT02159
Tara,Sweeney,N00050782,H2AK01174
Lewis,Swezy,N00051382,H2FL23252
John,Swoboda,N00048025,H2OK01168
Emilia,Sykes,N00050165,H2OH13264
Seth,Synstelien,N00050603,H2GA14143
John,Szoka,N00049645,H2NC04176
Mark,Szuszkiewicz,N00050016,S2NY00473
John,Tabacco,N00051203,H2NY10209
Teresa,Tachon,N00048862,H2FL10234
Annette,Taddeo,N00029848,H8FL00034
Ibrahim,Taher,N00045467,S2OR00200
Kylie,Taitano,N00049475,H2CA50224
Mark,Takano,N00006701,H2CA43245
Luke,Talbot,N00051934,H2VT00185
Mark,Tallent,N00051184,H2KS03174
Rahim,Talley,N00049124,H2MS03144
Kristi,Talmadge,N00051472,S2CT00348
Amy,Tamayo,N00039376,H2ID02166
Greg,Tanaka,N00047858,H2CA18130
Ritesh,Tandon,N00045474,H0CA17193
Lew,Tapera,N00048651,S2PA00521
Carlos Guillermo,Tapia,N00051469,S2CA01318
James,Tarantin,N00049239,S2MD00552
William,Tarasevic,N00049448,H2CA22207
Omar,Tarazi,N00048564,H2OH15186
Eddie,Tarazona,N00051039,H2FL18112
Danny,Tarkanian,N00031176,H2NV02544
Mark,Tashjian,N00051189,H2MA06094
Steve,Tataii,N00010564,S6HI00230
Nick,Taurus,N00048665,H2CA45133
Hector,Tavarez,N00047997,H2NJ02201
Brooke,Taylor,N00050486,H2VA10265
Chad,Taylor,N00050021,S2OH00501
Clarence,Taylor,N00051701,S2MO00767
Ellis,Taylor,N00050362,H2IL13187
Ernest Jr,Taylor,N00048389,S2CA01029
Ivan,Taylor,N00051241,S2AK00192
James,Taylor,N00050199,H2VA03096
Jessica,Taylor,N00045630,S2AL00152
Paul,Taylor,N00042756,H2CA26182
Priscilla,Taylor,N00048191,H2FL20175
Renee,Taylor,N00050577,H2CA49317
Richard,Taylor,N00048436,S2OH00378
Shannon Marie,Taylor,N00048116,S2OH00295
Sherri,Taylor,N00051959,H4TX37013
Tracy,Taylor,N00048198,H2GA02122
Van,Taylor,N00027709,H8TX03123
William,Taylor,N00052065,S2AZ00505
Johnny,Teague,N00044583,H0TX09176
Jovante,Teague,N00049501,H2FL02165
Chaz,Tedesco,N00049282,H2CO08038
Johnny,Teehee,N00050699,H2OK02232
Bart,Teeters,N00047957,H2IN06288
Rick,Telesz,N00048760,H2PA16089
Claudia,Tenney,N00036351,H4NY22051
Michael,Ter Maat,N00048502,H2FL20191
Joanne,Terry,N00049505,H2FL08105
Richard,Tetu,N00051834,H8CO03259
Mary Glory,Thach,N00047700,S2CA00914
Burt,Thakur,N00050564,H2CA25259
Shri,Thanedar,N00049602,H2MI13204
Edwin,Thelander,N00049112,H2ME01131
Chris.,Theodore,N00050232,S2CA01193
Daniel,Thibeault,N00051790,H2MD01246
David,Thistle,N00051337,H2AK00481
Bill,Thomas,N00036075,H4IN09098
Dan,Thomas,N00049787,H2TX04132
Ernest,Thomas,N00051314,H2AK00259
Robert,Thomas,N00046782,H0NC04220
Samuel,Thomas,N00051408,H2MT02191
Lee,Thomason,N00051781,S2KY00202
Bennie G,Thompson,N00003288,H4MS02068
Brent,Thompson,N00009052,S6OR00391
Charles,Thompson,N00048311,H2TX18173
Charles,Thompson,N00048850,H2AL05144
Glenn,Thompson,N00029736,H8PA05071
MacKenzie,Thompson,N00048434,S2OH00352
Michael Anthony,Thompson,N00048209,H2IL01224
Mike,Thompson,N00007419,H8CA01109
Ryan,Thompson,N00047788,H2CO05133
William,Thompson,N00049852,H2TX34196
John H. Iv,Thormann,N00050531,S2MD00586
Gregory Jonathan,Thorne,N00049819,H2TX22191
Sean,Thorne,N00049021,S2AK00168
Avery,Thornton,N00051881,H2AZ06338
Niki,Thran,N00049262,S2VT00177
Josh,Throneburg,N00049013,H2VA05091
John,Thune,N00004572,S2SD00068
Perry,Thurston,N00048501,H2FL20183
Brian,Tibbs,N00051057,H2IN09290
Tom,Tiffany,N00045307,H0WI07101
Vanessa S,Tijerina,N00039161,H6TX15220
Jimmy Lee II,Tillman,N00049993,S2IL00234
Jane,Timken,N00048435,S2OH00360
William,Timmons,N00042715,H8SC04250
LaShondra,Tinsley,N00050020,S2OH00493
Michelle,Tippens,N00043682,H8HI01283
Dina,Titus,N00030191,H8NV03036
Rashida,Tlaib,N00042649,H8MI13250
Mary,Todd,N00049624,H2MT00112
Spencer,Toder,N00048415,S2MO00551
Jill,Tokuda,N00051049,H2HI02581
Jackie,Toledo,N00050592,H2FL15191
Randy,Toler,N00049267,S4FL00447
John,Tompkins,N00047333,S0OK00453
James,Tomshay,N00049755,H2PA17129
Paul,Tonko,N00030196,H8NY21203
Adrian,Tonon,N00049115,H2MI07115
Tom,Toomey,N00048733,H2NJ11160
Leah,Toomim,N00048471,H2CA00146
Amal,Torres,N00050379,H2MD03218
David,Torres,N00048173,H2CO05141
Ginger Sykes,Torres,N00050553,H2AZ01404
Jerry,Torres,N00051376,H2FL15266
Norma,Torres,N00036107,H4CA35031
Ritchie,Torres,N00044346,H0NY15160
Ruth,Torres,N00051830,H2TX05253
Alix,Toulme,N00042408,H2FL14228
Gilead,Towne,N00046672,H0NH02280
Kelly,Townsend,N00049423,H2AZ06288
Miranda,Tozier-Robbins,N00049579,H2MA03158
Lori,Trahan,N00041808,H8MA03106
Brittany,Trambauer-Smith,N00047946,H2GA14028
Dean,Tran,N00049578,H2MA03141
Khanh,Tran,N00048524,H2MN05158
Vi,Tran,N00048027,H2PA07088
Monica,Tranel,N00048884,H2MT02092
Aaron,Trevino,N00049382,S2CO00217
Ryan,Trevino,N00048048,H2TX34105
Tom,Triggs,N00051663,H2WA06194
Anthony,Tristan,N00049828,H2TX27273
David,Trone,N00039122,H6MD08549
James,Trotter,N00049389,S2ID00129
Richard,Trotter,N00051321,H2AK00325
Mike,Trout,N00034930,H2FL23260
Bryan,Trouten,N00049302,H2MI08170
Ceci,Truman,N00048666,H2CA46131
Jack,Truman,N00027030,H6MO07169
Kelly,Tshibaka,N00048382,S2AK00127
Debora,Tshiovo,N00051253,S2NC00760
Antoine,Tucker,N00044788,H0NY14254
Terry,Tucker,N00048037,H2TX03266
Kezia,Tunnell,N00050967,H2VA08178
Leonard,Tunnell,N00050289,S2MO00668
Jacob,Turk,N00028444,H6MO05189
Ramont,Turnbull,N00051003,S2ID00186
Jacob,Turner,N00051646,H2MO08109
Jessie,Turner,N00050676,H2NV01314
Michael R,Turner,N00025175,H2OH03067
Nina,Turner,N00033906,H2OH11151
Justin,Tuthill,N00046961,S2VT00276
Rick,Tyler,N00039836,H6TN04218
Anya,Tynio,N00043687,H8VT01065
Brian,Tyson,N00050312,H2CA25242
Thomas,Tzitzura,N00051885,H2AZ09266
Eric,Ulis,N00048156,H2AZ06213
Lauren A,Underwood,N00041569,H8IL14174
Roger,Ungemach,N00050644,H2MN01173
Andrew,Upchurch,N00049456,H2CA33238
Fred,Upton,N00004133,H6MI04113
Angel,Urbina,N00048686,H2FL14244
Erik,Urbina,N00047699,S2CA00906
Marcos,Urrea,N00048153,H2AZ02337
Timothy,Ursich,N00050747,S2CA01276
David,Valadao,N00033367,H2CA20094
Donald,Valdez,N00044858,H0CO03132
Stephen,Valentine,N00049654,H2NC06130
Michelle,Vallejo,N00049804,H2TX15203
Rich,Van Dam,N00048518,H2KY05151
Jeff,Van Drew,N00042164,H8NJ02166
Beth,Van Duyne,N00045167,H0TX24209
Chris,Van Hollen,N00013820,S6MD03441
Derrick,Van Orden,N00046843,H0WI03175
Doug,Van Raam,N00030108,H2CO03369
Mike,Van Someren,N00049360,H2WI05275
Jeremy,Van Tress,N00048753,H2OR04087
J D,Vance,N00048832,S2OH00436
Jacob,VandenPlas,N00048059,H2WI08063
William,VanHorn,N00048683,H2FL12073
Crystal,Vanuch,N00050483,H2VA07287
Brian,Varela,N00050891,H2NJ08265
Jessie,Vargas,N00049695,H2NV04102
Juan,Vargas,N00007021,H2CA50026
Tony,Vargas,N00048890,H2NE02132
Clementine,Vasquez,N00048587,H2NY08153
Gabe,Vasquez,N00049142,H2NM02191
Jordan,Vasquez,N00048264,H2NY08146
Curtis D,Vaughn,N00051710,S2MO00858
Joaquin,Vazquez,N00044694,H2CA52162
Josue,Vazquez,N00049518,H2FL15142
Lin,Veasey,N00051262,H2AL03131
Marc,Veasey,N00033839,H2TX33073
Peter,Veazey,N00050576,H2CA47220
Yesli,Vega,N00049893,H2VA07261
Nydia,Velazquez,N00001102,H2NY00010
Paul,Venable,N00051711,S2MO00866
Thomas X,Verde,N00049031,S2OR00143
Rebecca,Viagran,N00049857,H2TX35169
Rome,Vibe,N00047787,H2CO04110
Errol,Victor,N00047981,H2LA05225
Marc,Victor,N00034985,S2AZ00299
Michael Dukes,Victorian,N00049998,S2LA00143
Amy,Vilela,N00041379,H2NV01264
Tannis,Villanova,N00050135,H2MD05551
Ricardo,Villarreal,N00049814,H2TX21185
Christine,Villaverde,N00049128,H2NC08235
Gilbert,Villegas,N00049547,H2IL03154
Pradel,Vilme,N00048461,H1FL20011
Sheldon Sr,Vincent,N00047733,H2LA02263
Victoria,Virasingh,N00049014,H2VA08145
David,Vitalli,N00050470,H2TN05388
Ron,Vogel,N00049748,H2PA06171
Lucie,Volotzky,N00047860,H2CA30283
Bianca,Von Krieg,N00048467,H2CA12208
Clifton Rio Torrado,Vonbuck,N00051355,H2CA34087
Susan,Voyles,N00048978,H2GA06180
Brandon,Wade,N00051164,S2OK00285
Ann,Wagner,N00033106,H2MO02102
Clay,Wagner,N00049125,H2MS04274
Logan,Wajer,N00048523,H2MN01157
Tim,Walberg,N00026368,H4MI07103
Amanda,Waldman,N00050706,H2PA09126
Neal,Walia,N00048670,H2CO01199
Alex,Walker,N00050324,H2CO03344
Craig,Walker,N00042514,H2TX26184
Deborah,Walker,N00049843,H2TX30202
Herschel,Walker,N00049229,S2GA00225
Iesha,Walker,N00049101,H2IL07122
Iesha,Walker,N00049391,S2IL00218
January,Walker,N00050964,H2UT04106
Kim,Walker,N00038422,H6FL13197
