givenName,familyName,middleName,unaccentedGivenName,unaccentedFamilyName,unaccentedMiddleName,nickName,bioguideid,honorificPrefix,honorificSuffix,honorificTitle,birthYear,deathYear,congresses
Gregory,Murphy,Francis,Gregory,Murphy,Francis,,M001210,,,,1963,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false}]"
Patty,Murray,,Patty,Murray,,,M001111,,,,1950,,"[{""position"":""Senator"",""congressNumber"":103,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""WA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""WA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""WA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Jerrold,Nadler,Lewis,Jerrold,Nadler,Lewis,,N000002,,,,1947,,"[{""position"":""Representative"",""congressNumber"":102,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":103,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false}]"
Richard,Neal,Edmund,Richard,Neal,Edmund,,N000015,,,,1949,,"[{""position"":""Representative"",""congressNumber"":101,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Joseph,Neguse,,Joseph,Neguse,,,N000191,,,,1984,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""CO"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CO"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""CO"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""CO"",""parties"":[""Democrat""],""electionCirca"":false}]"
Troy,Nehls,E.,Troy,Nehls,E.,,N000026,Mr.,,,1968,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""TX"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Daniel,Newhouse,Milton,Daniel,Newhouse,Milton,,N000189,,,,1955,,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""WA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""WA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""WA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""WA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""WA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""WA"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Donald,Norcross,,Donald,Norcross,,,N000188,,,,1958,,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""NJ"",""parties"":[""Democrat""],""electionDate"":""2014-11-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":114,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NJ"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NJ"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NJ"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Ralph,Norman,,Ralph,Norman,,,N000190,,,,1953,,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false}]"
Eleanor,Norton,Holmes,Eleanor,Norton,Holmes,,N000147,,,,1937,,"[{""position"":""Delegate"",""congressNumber"":102,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":103,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":104,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":105,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":106,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":107,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":108,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":109,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":110,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":111,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":112,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":113,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":114,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":115,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":116,""stateName"":""DC"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":117,""stateName"":""DC"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Delegate"",""congressNumber"":118,""stateName"":""DC"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Delegate"",""congressNumber"":119,""stateName"":""DC"",""parties"":[""Democrat""],""electionCirca"":false}]"
Zach,Nunn,,Zach,Nunn,,,N000193,,,,1979,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""IA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""IA"",""parties"":[""Republican""],""electionCirca"":false}]"
Jay,Obernolte,,Jay,Obernolte,,,O000019,Mr.,,,1970,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""CA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Republican""],""electionCirca"":false}]"
Alexandria,Ocasio-Cortez,,Alexandria,Ocasio-Cortez,,,O000172,,,,1989,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false}]"
Andy,Ogles,,Andy,Ogles,,,O000175,,,,1971,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""TN"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""TN"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Johnny,Olszewski,,Johnny,Olszewski,,,O000176,,Jr.,,1982,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false}]"
Ilhan,Omar,,Ilhan,Omar,,,O000173,,,,1982,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""MN"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MN"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MN"",""parties"":[""Democrat""],""electionCirca"":false}]"
Robert,Onder,F.,Robert,Onder,F.,,O000177,,Jr.,,1962,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""MO"",""parties"":[""Republican""],""electionCirca"":false}]"
Thomas,Ossoff,Jonathan,Thomas,Ossoff,Jonathan,Jon,O000174,,,,1987,,"[{""position"":""Senator"",""congressNumber"":117,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false}]"
